         396379 function calls (384047 primitive calls) in 4.043 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(FileModeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:136(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:141(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:162(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:167(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:172(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:177(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:182(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:187(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:192(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:201(InvalidProxyConfigurationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:215(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:220(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:229(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:248(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:253(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:262(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:270(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.001    0.001 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:54(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:71(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(InvalidProxyURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:89(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       11    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:173(feed)
        2    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.222    0.222 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
       11    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.021    0.021 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:125(RequestField)
        1    0.000    0.000    0.000    0.000 fields.py:73(<dictcomp>)
        1    0.000    0.000    0.031    0.031 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.058    0.058 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatter.py:116(HTMLFormatter)
        4    0.000    0.000    0.000    0.000 formatter.py:119(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:123(XMLFormatter)
        2    0.000    0.000    0.000    0.000 formatter.py:126(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        8    0.000    0.000    0.000    0.000 formatter.py:41(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:48(__init__)
       15    0.000    0.000    0.001    0.000 functools.py:33(update_wrapper)
        7    0.000    0.000    0.000    0.000 functools.py:486(lru_cache)
        7    0.000    0.000    0.001    0.000 functools.py:524(decorating_function)
        8    0.000    0.000    0.000    0.000 functools.py:63(wraps)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        2    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.064    0.064 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.033    0.033 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        3    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        3    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.230    0.230 html5parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html5parser.py:2793(ParseError)
        1    0.000    0.000    0.000    0.000 html5parser.py:86(HTMLParser)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.011    0.011 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:30(<module>)
        1    0.000    0.000    0.000    0.000 labels.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:30(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:34(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.017    0.017 linecache.py:1(<module>)
        1    0.000    0.000    0.011    0.011 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.220    0.220 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.010    0.010 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 message.py:451(items)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        9    0.000    0.000    0.000    0.000 message.py:462(get)
        8    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.034    0.034 message.py:5(<module>)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.005    0.005 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 models.py:175(register_hook)
        1    0.000    0.000    0.000    0.000 models.py:184(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        1    0.000    0.000    0.000    0.000 models.py:226(__init__)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:291(__init__)
        1    0.000    0.000    0.050    0.050 models.py:3(<module>)
        1    0.000    0.000    0.001    0.001 models.py:308(prepare)
        1    0.000    0.000    0.000    0.000 models.py:340(prepare_method)
        1    0.000    0.000    0.000    0.000 models.py:356(prepare_url)
        1    0.000    0.000    0.000    0.000 models.py:442(prepare_headers)
        1    0.000    0.000    0.000    0.000 models.py:453(prepare_body)
        1    0.000    0.000    0.000    0.000 models.py:522(prepare_content_length)
        1    0.000    0.000    0.000    0.000 models.py:535(prepare_auth)
        1    0.000    0.000    0.000    0.000 models.py:557(prepare_cookies)
        1    0.000    0.000    0.000    0.000 models.py:577(prepare_hooks)
        1    0.000    0.000    0.000    0.000 models.py:587(Response)
        1    0.000    0.000    0.000    0.000 models.py:597(__init__)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 models.py:61(path_url)
        1    0.000    0.000    0.000    0.000 models.py:708(is_redirect)
        1    0.000    0.000    0.000    0.000 models.py:730(iter_content)
       14    0.000    0.000    0.198    0.014 models.py:747(generate)
        2    0.000    0.000    0.198    0.099 models.py:816(content)
        1    0.000    0.000    0.000    0.000 models.py:82(_encode_params)
        1    0.000    0.000    0.017    0.017 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        3    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        1    0.000    0.000    0.000    0.000 ntpath.py:180(split)
        1    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
        2    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
        3    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
      265    0.001    0.000    0.001    0.000 os.py:670(__getitem__)
      256    0.000    0.000    0.000    0.000 os.py:693(__iter__)
      265    0.000    0.000    0.000    0.000 os.py:734(check_str)
      265    0.000    0.000    0.001    0.000 os.py:740(encodekey)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.134    0.134 packages.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       25    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:147(username)
        8    0.000    0.000    0.000    0.000 parse.py:155(hostname)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:183(_userinfo)
        8    0.000    0.000    0.000    0.000 parse.py:195(_hostinfo)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:330(geturl)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
       10    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:391(_splitnetloc)
        1    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
       11    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        2    0.000    0.000    0.000    0.000 parse.py:474(urlunparse)
        2    0.000    0.000    0.000    0.000 parse.py:485(urlunsplit)
        1    0.000    0.000    0.000    0.000 parse.py:624(unquote)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 parse.py:787(quote)
        1    0.000    0.000    0.000    0.000 parse.py:858(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 parse.py:880(urlencode)
       25    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.028    0.028 parser.py:1(<module>)
        1    0.000    0.000    0.129    0.129 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 parser.py:113(close)
        7    0.000    0.000    0.000    0.000 parser.py:123(set_cdata_mode)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
      512    0.000    0.000    0.000    0.000 parser.py:127(clear_cdata_mode)
        2    0.010    0.005    0.129    0.064 parser.py:134(goahead)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
      541    0.010    0.000    0.072    0.000 parser.py:301(parse_starttag)
      541    0.002    0.000    0.004    0.000 parser.py:352(check_for_whole_start_tag)
      512    0.004    0.000    0.029    0.000 parser.py:386(parse_endtag)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.233    0.233 parser.py:5(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1003(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1016(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1538(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1545(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:500(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:506(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:522(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:549(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:592(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(PurePosixPath)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:135(PoolManager)
        2    0.000    0.000    0.000    0.000 poolmanager.py:165(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:168(<lambda>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:183(_new_pool)
        2    0.000    0.000    0.001    0.000 poolmanager.py:210(clear)
        1    0.000    0.000    0.001    0.001 poolmanager.py:219(connection_from_host)
        1    0.000    0.000    0.000    0.000 poolmanager.py:242(connection_from_context)
        1    0.000    0.000    0.000    0.000 poolmanager.py:255(connection_from_pool_key)
        1    0.000    0.000    0.001    0.001 poolmanager.py:279(connection_from_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:295(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 poolmanager.py:381(ProxyManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:74(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        1    0.000    0.000    0.009    0.009 py.py:1(<module>)
        1    0.000    0.000    0.003    0.003 py.py:10(__init__)
     2232    0.002    0.000    0.002    0.000 py.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 py.py:9(Trie)
        1    0.000    0.000    0.004    0.004 pyopenssl.py:1(<module>)
        2    0.000    0.000    0.019    0.009 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:10(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:11(_init)
       11    0.000    0.000    0.000    0.000 queue.py:121(put)
       23    0.000    0.000    0.000    0.000 queue.py:14(_qsize)
       12    0.000    0.000    0.000    0.000 queue.py:153(get)
       11    0.000    0.000    0.000    0.000 queue.py:17(_put)
       11    0.000    0.000    0.000    0.000 queue.py:20(_get)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.016    0.016 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
      247    0.000    0.000    0.219    0.001 re.py:248(compile)
      101    0.000    0.000    0.000    0.000 re.py:268(escape)
      247    0.003    0.000    0.219    0.001 re.py:287(_compile)
        3    0.000    0.000    0.081    0.027 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1197(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1215(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1227(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1345(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1354(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1369(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1387(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1445(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1502(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1560(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1613(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1666(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2111(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2364(ftpwrapper)
        2    0.000    0.000    0.002    0.001 request.py:2459(getproxies_environment)
        1    0.000    0.000    0.000    0.000 request.py:2622(getproxies_registry)
        1    0.000    0.000    0.001    0.001 request.py:2667(getproxies)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        3    0.000    0.000    0.000    0.000 request.py:41(__init__)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:90(set_file_position)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.051    0.051 resources.py:1(<module>)
        3    0.000    0.000    0.003    0.001 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:122(MultiDecoder)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:143(_get_decoder)
        1    0.000    0.000    0.000    0.000 response.py:156(HTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:194(__init__)
        2    0.000    0.000    0.000    0.000 response.py:250(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:274(release_conn)
        1    0.000    0.000    0.000    0.000 response.py:316(_init_length)
        1    0.000    0.000    0.000    0.000 response.py:33(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:368(_init_decoder)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:38(assert_header_parsing)
       15    0.000    0.000    0.001    0.000 response.py:391(_decode)
        1    0.000    0.000    0.000    0.000 response.py:413(_flush_decoder)
        2    0.000    0.000    0.000    0.000 response.py:424(_error_catcher)
       14    0.000    0.000    0.198    0.014 response.py:555(stream)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:581(from_httplib)
        1    0.000    0.000    0.000    0.000 response.py:617(getheader)
        1    0.000    0.000    0.000    0.000 response.py:65(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        2    0.000    0.000    0.000    0.000 response.py:680(supports_chunked_reads)
       16    0.000    0.000    0.197    0.012 response.py:689(_update_chunk_length)
       15    0.000    0.000    0.000    0.000 response.py:703(_handle_chunk)
        1    0.000    0.000    0.000    0.000 response.py:72(GzipDecoder)
       14    0.000    0.000    0.198    0.014 response.py:725(read_chunked)
        1    0.000    0.000    0.000    0.000 response.py:73(__init__)
        1    0.000    0.000    0.000    0.000 response.py:74(is_response_to_head)
        1    0.000    0.000    0.000    0.000 response.py:77(__getattr__)
       16    0.000    0.000    0.001    0.000 response.py:80(decompress)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:162(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 retry.py:30(Retry)
